Category,Name,Street,City,State,Zip,Phone,Twitter
Shopping,P-A-B Pharmacy,10317 Glenwood Rd,Brooklyn,NY,11236,(718) 649-1111,n/a
Shopping,Pace-MacGill Gallery,32 E 57th St Fl 9,New York,NY,10022,(212) 759-7999,Pace_MacGill
Shopping,Paging Zone,1524 Kings Hwy,Brooklyn,NY,11229,(718) 336-2640,PagingZone
Shopping,Pak Com,234 5th Avenue,New York,NY,10001,(212) 481-7385,n/a
Shopping,Pakeeza Fabrics & Cosmetics Inc,2853 Brighton 7 St,New York,NY,11235,(718) 648-0737,n/a
Shopping,Pal Television East,236 W 27th St Fl 15,New York,NY,10001,(212) 741-9111,n/a
Shopping,Palace East Cleaners Inc,401 E 58th St Frnt A,New York,NY,10022,(212) 223-3123,n/a
Shopping,Palma Chemist,159 7th Ave,Brooklyn,NY,11215,(718) 638-9617,n/a
Shopping,Pan Oceanic Eyewear,15 W 37 5 Avenue,New York,NY,10018,(212) 354-7744,n/a
Shopping,Pandora Old Masters,7 E 78th St,New York,NY,10075,(212) 628-1974,n/a
Shopping,Panerai,545 Madison Ave,New York,NY,10022,(212) 233-1562,PaneraiOfficial
Shopping,Panorama Galleries,1151 Bedford Ave,Brooklyn,NY,11216,(718) 398-5400,n/a
Shopping,Pany Silk Flowers Corporation,146 W 28th Street,New York,NY,10001,(212) 645-9526,n/a
Shopping,Paper House,269 Amsterdam Ave,New York,NY,10023,(212) 724-8085,n/a
Shopping,Paper Works,29 7th Ave,New York,NY,10011,(212) 691-9323,Paperworkscom
Shopping,Papi Sportswear Incorporated,191 7th Ave,New York,NY,10011,(212) 741-3978,n/a
Shopping,Papoulis James,60 W 87th St,New York,NY,10024,(212) 873-9715,n/a
Shopping,Papyrus,1380 Madison Ave,New York,NY,10029,(212) 831-8582,Papyrus_Online
Shopping,Papyrus,400  Park Avenue,Manhattan,NY,10022,(212) 319-3910,Papyrus_Online
Shopping,Papyrus,641 Avenue of the Americas Frnt 4,New York,NY,10011,(212) 741-7892,Papyrus_Online
Shopping,Paradise Pawnbrokers,2384 Grand Concourse,Bronx,NY,10458,(718) 295-8900,n/a
Shopping,Paramount Office Products,109 W 38th Street Rm 300,New York,NY,10018,(212) 997-3333,n/a
Shopping,Paramount Textiles,34 Walker Street,New York,NY,10013,(212) 966-1040,n/a
Shopping,Parbes Perfume & Fashion Watches,207 Canal St,New York,NY,10013,(212) 966-8532,n/a
Shopping,Parisi industries Inc Toys,822 Dumont Ave,Brooklyn,NY,11207,(800) 776-2968,n/a
Shopping,Park Av Bldg & Roofing Supls,520 Park Ave,Brooklyn,NY,11205,(718) 403-0100,n/a
Shopping,Park Av Sportswear Ltd,1407 Broadway Rm 2205,New York,NY,10018,(212) 921-8960,n/a
Shopping,Park Avenue Hair Stylist,515 Madison Avenue,Manhattan,NY,10022,(212) 759-6655,n/a
Shopping,Park Slope Barber & Hair Stylist,223 7th Ave,Brooklyn,NY,11215,(718) 965-4366,n/a
Shopping,Park Young Jin,2 W 47th St,New York,NY,10036,(212) 221-7401,n/a
Shopping,Parkare Pharmacy Inc,2158 Starling Ave,Bronx,NY,10462,(718) 239-3500,n/a
Shopping,Parkin Desmond OD,178 Park Pl,Brooklyn,NY,11238,(718) 623-9122,n/a
Shopping,Party City,3010 Whitestone Expy,Flushing,NY,11354,(718) 321-3414,PartyCity
Shopping,Party City of Brooklyn No 5,625 Atlantic Avenue,Brooklyn,NY,11217,(718) 399-7252,n/a
Shopping,Party City of the Bronx,320 Baychester Avenue,Bronx,NY,10475,(718) 862-9644,n/a
Shopping,Pat Votta Piano Tuner,,Brooklyn,NY,11201,(718) 797-2475,n/a
Shopping,Patagonia,426 Columbus Ave,New York,NY,10024,(917) 441-0011,patagonia
Shopping,Pathmark Pharmacy of Harlem,160 E 125th St,New York,NY,10035,(212) 722-9156,Pathmark
Shopping,Patina Llc,451 Broome St,New York,NY,10013,(212) 625-3375,n/a
Shopping,Paul & Shark USA Inc,79 Madison Ave Rm 1205,New York,NY,10016,(212) 765-2792,Paul_and_Shark
Shopping,Paul Kasmin Gallery,293 10th Ave,New York,NY,10001,(212) 563-4474,Kasmingallery
Shopping,Paula Cooper Galleries,534 W 21st Street,New York,NY,10011,(212) 255-1105,n/a
Shopping,Pawn Shopping,702 Allerton Avenue,Bronx,NY,10467,(718) 402-8900,n/a
Shopping,Pawnbrokers Inc Seapod,753 Pennsylvania Ave,Brooklyn,NY,11207,(718) 649-9280,n/a
Shopping,Pawnit,1405 Walton Ave,Bronx,NY,10452,(718) 992-6100,n/a
Shopping,Pawnit,537 E Tremont Ave,Bronx,NY,10457,(718) 731-6100,n/a
Shopping,Pawnit,835 Westchester Avenue,Bronx,NY,10455,(718) 893-6100,n/a
Shopping,PC Computer Solutions,14 W 45th St Frnt 1,New York,NY,10036,(212) 869-4411,n/a
Shopping,PC Mania Computers Inc,109 W 14th St,New York,NY,10011,(212) 337-9696,n/a
Shopping,PC Mania Electronics & Computers,2056 Broadway,New York,NY,10023,(212) 579-7100,n/a
Shopping,PC Net Inc,10 E 39th St Rm 601,New York,NY,10016,(212) 683-6355,PCNetInc
Shopping,PC Plus Limited,3009 Ave U,Brooklyn,NY,11229,(718) 692-2260,n/a
Shopping,PC Richard & Son,356 Baychester Ave,Bronx,NY,10475,(718) 320-1200,PCRichardandSon
Shopping,PC Richard & Son,53 W 23rd St,New York,NY,10010,(212) 924-0200,PCRichardandSon
Shopping,PC Richards and Son,103-54 94th St Ozone Park,Queens,NY,11417,(718) 848-6700,PCRichardandSon
Shopping,PC Technologies,111 John Street,New York,NY,10038,(212) 244-2466,n/a
Shopping,Pcs Superstore,271 8th Avenue,New York,NY,10011,(646) 230-6725,n/a
Shopping,Peace Games & Electronics,563 E Tremont Ave,Bronx,NY,10457,(347) 297-4570,n/a
Shopping,Pearle Kids,1556 51st St,Brooklyn,NY,11219,(718) 633-4702,pearlekids
Shopping,Peck Ian Fine Paintings Ltd,980 Madison Ave,New York,NY,10021,(212) 396-2442,n/a
Shopping,Peggys Stationery,2218 White Plains Rd,Bronx,NY,10467,(718) 655-0397,n/a
Shopping,Peligro Sports,2200 Amsterdam Avenue,New York,NY,10032,(212) 543-4060,peligrosports
Shopping,Penney J C Catalog Merchant,6602 11th Avenue,Brooklyn,NY,11219,(718) 680-1381,jcpenney
Shopping,Peony,106 Walker Street,New York,NY,10013,(212) 334-1807,n/a
Shopping,People Wireless,14 E Mount Eden Ave,Bronx,NY,10452,(718) 294-4100,n/a
Shopping,Peoples Libration,57 E 11th St,New York,NY,10003,(212) 382-2471,PeoplesLib
Shopping,Peppino Unique Hair Stylist,190 1st Ave,New York,NY,10009,(212) 777-3467,n/a
Shopping,Perfect Cuts Barber Shop 4 You Inc,297 Van Sicklen St,Brooklyn,NY,11223,(347) 713-6535,n/a
Shopping,Perfect Eye Care,1944 Ralph Ave,Brooklyn,NY,11234,(718) 763-2020,n/a
Shopping,Perfect Fit Industries,261 5th Ave Rm 1901,New York,NY,10016,(212) 478-3026,n/a
Shopping,Perfumania,755 Broadway,New York,NY,10003,,Perfumania
Shopping,Perfume Cart,13661-13665 Roosevelt Ave,Flushing,NY,11354,,n/a
Shopping,Perfumes Hut,460 Fashion Ave Frnt 2,New York,NY,10123,(212) 947-0368,PerfumeHut
Shopping,Perlin Amy Antiques,306 E 61st St,New York,NY,10021,(212) 593-5756,n/a
Shopping,Permanent Make-Up,120 Lafayette Street,New York,NY,10013,(212) 334-8179,n/a
Shopping,Personnel Touch,295 Madison Ave,New York,NY,10017,(212) 545-8758,n/a
Shopping,Persons of Interest,299 Smith St,Brooklyn,NY,11231,(718) 858-5300,POIBklyn
Shopping,Peter's Hair Styling,1192 1st Ave Frnt,New York,NY,10021,(212) 535-9546,n/a
Shopping,Peter's Pharmacy & Vitamins,652 Amsterdam Avenue,New York,NY,10025,(212) 873-8838,n/a
Shopping,Petit Paris Fashions,2154 Frederick Douglass B,New York,NY,10026,(212) 222-4006,n/a
Shopping,Petite Fleur,71 6th Ave,Brooklyn,NY,11217,(718) 623-6443,n/a
Shopping,Pfizenmaier Edw J Photographer,236 W 27th St,New York,NY,10001,(212) 627-5659,n/a
Shopping,PharmaCare Pharmacy,126 8th Ave,New York,NY,10011,(212) 807-8798,n/a
Shopping,Pharmacy&Surgical Dale,1241 Lafayette Ave,Bronx,NY,10474,(347) 590-2888,n/a
Shopping,Phil Adams Salon,466 Lexington Ave,Manhattan,NY,10017,(212) 338-9709,n/a
Shopping,Philips Electronics North America Corporation,1251 Avenue of the Americas,New York,NY,10020,,n/a
Shopping,Phone Envy Inc,1707 Amsterdam Ave,New York,NY,10031,(212) 234-7514,n/a
Shopping,Photo America Inc,138 W 32nd St,New York,NY,10001,(877) 445-6888,n/a
Shopping,Photo Bition Ny,132 W 31st St Fl 5,New York,NY,10001,(917) 351-5700,n/a
Shopping,Photo Card Concepts,900 1st Ave,New York,NY,10022,(800) 540-3969,n/a
Shopping,Photo Club,474 Fashion Avenue,New York,NY,10018,(212) 563-4929,n/a
Shopping,Photo Experts,10750 Queens Blvd,Forest Hills,NY,11375,(718) 575-1830,n/a
Shopping,Photo Factory USA,4324 15th Ave,Brooklyn,NY,11219,(718) 438-4600,n/a
Shopping,Photo Fine,21 W 19th Street,New York,NY,10011,(212) 366-9797,n/a
Shopping,Photo Life,992 Nostrand Avenue,Brooklyn,NY,11225,(718) 604-0990,n/a
Shopping,Photo Max,233 Utica Avenue,Brooklyn,NY,11213,(718) 756-8233,n/a
Shopping,Photo Op Management,234 5th Ave,New York,NY,10001,(212) 689-0959,PhotoOpMgmt
Shopping,Photobar,114 E 28th St,New York,NY,10016,(212) 679-4611,n/a
Shopping,Photography Elite,8418 3rd Avenue,Brooklyn,NY,11209,(718) 491-4655,n/a
Shopping,Photomag,222 E 44th St Fl 11,New York,NY,10017,(212) 687-9030,n/a
Shopping,Photomax,31 Carmine Street,New York,NY,10014,(212) 242-2838,n/a
Shopping,Phyllis Lynd Vocal Studio,,New York,NY,10023,(212) 873-5173,n/a
Shopping,Piano Plus,907 Broadway,New York,NY,10010,(212) 260-4819,n/a
Shopping,Pickett's Press,1016 Lexington Ave,New York,NY,10021,(917) 716-7611,pickettspress
Shopping,Pina Photo Lab,609 E Tremont Avenue,Bronx,NY,10457,(718) 901-9145,n/a
Shopping,Pinchazo,12 W 27th St,New York,NY,10001,(646) 454-9192,n/a
Shopping,Pink Fashion,290 5th Ave,Manhattan,NY,10001,,n/a
Shopping,Pink Nyc,530 W 28th St,New York,NY,10001,(212) 381-9090,n/a
Shopping,Pinstripe Sports,109 E 157,New York,NY,10001,(347) 269-8064,n/a
Shopping,Pintchik Discount Hardware,478 Bergen St,Brooklyn,NY,11217,(718) 783-3333,n/a
Shopping,Pitkin Ave Florist,1722 Pitkin Avenue,Brooklyn,NY,11212,(718) 346-2787,n/a
Shopping,Pitkin Bargain Center Inc,1572 Pitkin Ave,Brooklyn,NY,11212,(718) 345-1117,n/a
Shopping,Platinum Touch Barbershop,146 S2,Brooklyn,NY,11211,,n/a
Shopping,Plaubell USA Inc,330 Madison Ave,New York,NY,10017,(212) 599-4232,n/a
Shopping,Play Hard Odpaa Sports Wear,1155 77th St,Brooklyn,NY,11228,(877) 746-3711,n/a
Shopping,Playing Mantis,1107 Broadway,New York,NY,10010,(212) 627-0140,n/a
Shopping,Plaza Arcade,27 W 47th Street,New York,NY,10036,(212) 391-0100,n/a
Shopping,Plaza Cleaners,82 Montague St,Brooklyn,NY,11201,(718) 522-2428,n/a
Shopping,Plaza Florist,1867 Nostrand Avenue,Brooklyn,NY,11226,(718) 856-6149,n/a
Shopping,Plaza Flowers,944 Lexington Ave,New York,NY,10021,(212) 472-7565,plazaflowersnyc
Shopping,Plus Bx Wireless,2366 Grand Concourse,Bronx,NY,10458,(646) 463-5783,n/a
Shopping,Pola Unisex,547 W 145th St,New York,NY,10031,(347) 484-3561,n/a
Shopping,Polizzi Fine Art,7813 3rd Avenue,Brooklyn,NY,11209,(212) 929-5163,n/a
Shopping,Pollock Laurence Drugst,405 E 57th Street,New York,NY,10022,(212) 755-4244,n/a
Shopping,Polski Western,234 Calyer St,Brooklyn,NY,11222,(718) 383-9200,n/a
Shopping,Pookie & Sebastian,322 Columbus Ave,New York,NY,10023,(212) 580-5844,ShopAtPookie
Shopping,Pops Popular Clothing,7 Franklin St,Brooklyn,NY,11222,(718) 349-7677,n/a
Shopping,Popular Discount 99,101 W 109th St,New York,NY,10025,(212) 666-3899,n/a
Shopping,Popular Glasses Dot Com,201 Avenue T,Brooklyn,NY,11223,(347) 702-4484,n/a
Shopping,Popular Jewelry,255 Canal St,New York,NY,10013,(212) 941-7942,n/a
Shopping,Portafiori Florist,119 W 23rd St Ste 405,New York,NY,10011,(212) 620-4038,n/a
Shopping,Portrait Loeb,300 E 51st St,New York,NY,10022,(212) 371-9396,n/a
Shopping,Posman Annex,31 Waverly Pl,New York,NY,10003,(212) 529-8555,n/a
Shopping,Postmasters Gallery,459 W 19th Street,New York,NY,10011,(212) 727-3323,PostmastersNYC
Shopping,Pourny Christophe Antiques,20 Jay Street,Brooklyn,NY,11201,(718) 855-8865,n/a
Shopping,PPOW Gallerie,511 W 25th St,New York,NY,10001,(212) 647-1044,PPOWGallery
Shopping,Prashant Handicrafts,,New York,NY,10001,(941) 259-5853,n/a
Shopping,Precious Rose Angel Garden,147 Schenectady Ave,Brooklyn,NY,11213,(347) 413-5013,n/a
Shopping,Precise Optique,8028 Cooper Ave,Queens,NY,11385,(718) 416-3937,n/a
Shopping,Premium Depot Inc,1672 45th St,Brooklyn,NY,11204,(718) 437-0513,n/a
Shopping,Premium Pharmacy,829 57th St,Brooklyn,NY,11220,(718) 484-4628,n/a
Shopping,Prestamos On 5th Avenue,4605 5th Avenue,Brooklyn,NY,11220,(718) 686-8230,n/a
Shopping,Prestige Toy Corp,240 W 35th St,New York,NY,10001,(212) 736-8977,n/a
Shopping,Prestige Toy Group,240 W 35th Street,New York,NY,10001,(212) 594-7891,n/a
Shopping,Prestige Weddings Inc,1385 Broadway Lbby 1,New York,NY,10018,(212) 764-6085,n/a
Shopping,Pride Optical,150 William St,New York,NY,10038,(212) 227-9893,n/a
Shopping,Primary,195 Chrystie St Rm 911,New York,NY,10002,(212) 529-5609,n/a
Shopping,Primo Ny Wireless Inc,1495 Saint Nicholas Ave,New York,NY,10033,(212) 923-1961,n/a
Shopping,Princess Beauty Salon,1449 Flatbush Ave,Brooklyn,NY,11210,(718) 483-9629,n/a
Shopping,Print 2-Print,169 Hudson Street,New York,NY,10013,(212) 965-0606,n/a
Shopping,Print Concepts,48 W 38th St Fl 4,New York,NY,10018,(212) 244-0099,n/a
Shopping,Prints Charming,310 4th St,Brooklyn,NY,11215,(718) 230-8118,n/a
Shopping,Pro Image Photo,2510 Broadway,New York,NY,10025,(212) 222-6001,n/a
Shopping,Pro Kem Inc,543 Metropolitan Ave,Brooklyn,NY,11211,(718) 782-7141,n/a
Shopping,Pro Piano,85 Jane St,New York,NY,10014,(212) 206-8794,n/a
Shopping,PROCARE PHARMACY,1728 Amsterdam Ave Frnt 1,New York,NY,10031,(212) 368-3759,n/a
Shopping,Procom Inc,809 52nd St,Brooklyn,NY,11220,(718) 633-3550,n/a
Shopping,Professional Audio Video System Services Inc,263 Rogers Ave,Brooklyn,NY,11225,(718) 953-2600,n/a
Shopping,Professional Business Machines Inc,124 E 40th St Rm 1004,New York,NY,10016,(212) 661-1490,n/a
Shopping,Pro-Lab,111 W 24th St,New York,NY,10011,(212) 691-0191,n/a
Shopping,Pronto Sportswr,1410 Broadway,New York,NY,10018,(212) 921-5001,n/a
Shopping,Prosound Music Warehouse,372 Schermerhorn Street,Brooklyn,NY,11217,(718) 625-5533,n/a
Shopping,Protozoa Pictures Inc,104 N 7th St,Brooklyn,NY,11211,(718) 388-5280,n/a
Shopping,Proudian Rug Renovating Company,,Bronx,NY,10461,(914) 632-4567,n/a
Shopping,Ps 230x,275 Roberto Clemente State Brg,Bronx,NY,10453,(718) 294-2186,n/a
Shopping,PS Technology Solutions,924 E 29th St,Brooklyn,NY,11210,(718) 377-4193,n/a
Shopping,Puck Enterprises Inc,200 Varick St,New York,NY,10014,(212) 924-3300,n/a
Shopping,Puck the Comic Weekly,1775 Broadway,New York,NY,10019,(212) 649-2750,n/a
Shopping,Pulse,518 Broadway,New York,NY,10012,(212) 334-0235,n/a
Shopping,Purdy H L,1171 Madison Avenue,New York,NY,10028,(212) 249-3997,n/a
Shopping,Q Art Trading,1353 2nd Avenue,New York,NY,10021,(212) 734-3122,n/a
Shopping,Q Cigars,5009 Broadway,New York,NY,10034,(212) 544-9623,QCigars
Shopping,Q Mart 168,34-46 Steinway St,Queens,NY,11101,(718) 784-6235,n/a
Shopping,Q Plus Photo Corporation,3657 E Tremont Avenue,Bronx,NY,10465,(718) 824-6159,n/a
Shopping,Quaker Ridge Computer Corp,1619 3rd Ave Frnt,New York,NY,10128,(212) 410-7616,n/a
Shopping,Quality Computers Supplies Inc,36 W 35th St,New York,NY,10001,(800) 851-6702,n/a
Shopping,Quality Yarn & Thread Co Inc,55 S 11th St,Brooklyn,NY,11211,(718) 486-7901,n/a
Shopping,Queen Natasha Pawn Shop,3513 Broadway,New York,NY,10031,(212) 281-4444,n/a
Shopping,Queenie's News & Stationery,1278 1st Avenue,New York,NY,10021,(212) 472-0541,n/a
Shopping,Queens Court Hotel,,Bronx,NY,10451,(718) 543-0370,n/a
Shopping,Queens Plaza Florist,2504 Queens Plz S,Long Island City,NY,11101,(800) 675-4600,n/a
Shopping,Queensbridge Plaza Pharmacy Corp,1037 41st Ave,Long Island City,NY,11101,(718) 707-0705,n/a
Shopping,Queu Associates Inc,42 Broadway Ste 1814,New York,NY,10004,(212) 269-1313,n/a
Shopping,Queue Associates,42 Broadway,New York,NY,10004,(212) 269-1313,n/a
Shopping,Quick Fix Unisex Barbershop Inc,2176 Clarendon Rd,Brooklyn,NY,11226,(718) 462-1813,n/a
Shopping,Quotable Cards,611 Broadway Rm 615,New York,NY,10012,(212) 420-7552,QuotableCards
Shopping,R & B Barber Shop,378 Marcus Garvey Blvd,Brooklyn,NY,11221,(718) 484-0929,n/a
Shopping,R & D Discounts,2997 3rd Avenue,Bronx,NY,10455,(718) 993-7612,n/a
Shopping,R 20th Century Design,82 Franklin St Frnt,New York,NY,10013,(212) 343-7979,n/a
Shopping,R E M International Inc,530 3rd Ave,Brooklyn,NY,11215,(718) 832-1744,n/a
Shopping,R F T Computer Svces,99 Nassau Street,New York,NY,10038,(212) 608-6537,n/a
Shopping,R P Veneamerica,3015 39th Ave,Long Island City,NY,11101,(718) 729-5044,n/a
Shopping,R V Wireless,1292 1st Avenue,New York,NY,10021,(212) 861-4777,n/a
Shopping,Rabenou K Mrs,249 E 61st St,New York,NY,10021,(212) 486-0661,n/a
Shopping,Rada Smoke Shop,3817 Avenue L,Brooklyn,NY,11210,(718) 758-0204,n/a
Shopping,Radio House Gallery,601 W 26th St,New York,NY,10001,(212) 620-7630,n/a
Shopping,RadioShack,220 E 161st St,Bronx,NY,10451,(718) 590-0710,RadioShack
Shopping,Radioshack,2505 Broadway,New York,NY,10025,(212) 665-8307,RadioShack
Shopping,Radioshack,641 Ave of the Americas,New York,NY,10011,(212) 604-0695,RadioShack
Shopping,RadioShack,641 E Tremont Ave,Bronx,NY,10457,(718) 299-1740,RadioShack
Shopping,Radioshack,9 Broadway,New York,NY,10004,(212) 482-8138,RadioShack
Shopping,RadioShack,Wash Court Condominium,New York,NY,10001,(212) 473-2113,RadioShack
Shopping,Rae Home,452 Broadway,New York,NY,10013,(212) 966-1414,n/a
Shopping,Rag Nation Inc,71 Broadway,New York,NY,10006,(212) 941-5472,n/a
Shopping,Raices Dominicana Cigars,2250 1st Ave,New York,NY,10029,(212) 410-6824,n/a
Shopping,Rainbow Dragon,37 W 37th St,New York,NY,10018,(212) 391-9075,n/a
Shopping,Rainbow Music 2002 Ltd,130 1st Ave,New York,NY,10009,(212) 505-1774,n/a
Shopping,Raw Photos,178 Duane St,New York,NY,10013,(212) 226-3101,n/a
Shopping,Rayburn Musical Instruments Of Newyork,44 W 62 At Columbus,New York,NY,10001,(212) 541-6630,n/a
Shopping,Ray's Barber Shop,125 Chambers St,New York,NY,10007,(212) 791-3111,n/a
Shopping,Ray's Video,66 Wyckoff Avenue,Brooklyn,NY,11237,(718) 386-9042,n/a
Shopping,Raytex Fabrics,469 Fashion Ave,New York,NY,10018,(212) 736-8835,n/a
Shopping,Razanwireless & Jewelry,47 E 170th St,Bronx,NY,10452,(718) 293-4774,n/a
Shopping,Razor Sharp Barber Shop Inc,2988 Zulette Ave,Bronx,NY,10461,(718) 822-6658,n/a
Shopping,Razorback Productions,135 W 20th St Rm 204,New York,NY,10011,(212) 414-8850,n/a
Shopping,Read Q Systems,90 Broad Street,New York,NY,10004,(212) 425-3680,n/a
Shopping,Readers Catalog,1755 Broadway,New York,NY,10001,(212) 262-7198,readerscatalog
Shopping,Real Deal Dollar & Discount,59 John St,New York,NY,10038,(212) 732-3820,n/a
Shopping,Reamir 57 Barbershop,251 E 57th St,New York,NY,10022,(212) 759-0470,n/a
Shopping,Reamir Barber Shop,303 Columbus Ave,New York,NY,10023,(212) 877-4255,n/a
Shopping,Rebecca Jones,1400 Broadway,New York,NY,10018,(212) 997-7809,n/a
Shopping,Red Envelope Enterprises - CLOSED,3100 Ocean Pkwy,Brooklyn,NY,11235,(718) 372-3697,n/a
Shopping,Red Flower,264 Canal St,New York,NY,10013,(212) 966-1994,redflowernyc
Shopping,Red Rose Flower Gift Shop,272 Willis Ave,Bronx,NY,10454,(646) 401-8854,YourRedRoses
Shopping,Red's Warehouse Outlet,6103 Strickland Avenue,Brooklyn,NY,11234,(718) 763-0600,n/a
Shopping,Relegence Corporation the,2 Penn Plz Rm 1960,New York,NY,10121,(212) 594-4404,n/a
Shopping,Renaissance Jewelers,192 Broadway,New York,NY,10038,(212) 791-3093,n/a
Shopping,Renaissance Jewelry Newyork Incorporated,501 Madison Ave Fl 9,New York,NY,10022,(212) 986-6561,n/a
Shopping,Rent-A-Geek,140 Broadway,New York,NY,10005,(212) 564-7500,n/a
Shopping,Research Partners International,645On State Street Plz,New York,NY,10001,(212) 208-6500,n/a
Shopping,Retrogreen,71 Montrose Ave,Brooklyn,NY,11206,(917) 701-5367,n/a
Shopping,Rey Gold Inc,11 E 170th St,Bronx,NY,10452,(718) 681-0528,n/a
Shopping,Reyes's Barber Shop,136 E 104th St,New York,NY,10029,(212) 860-9632,n/a
Shopping,Reznik Studios,1305 E 17th St,Brooklyn,NY,11230,(718) 934-8800,n/a
Shopping,Ricco Maresca Gallery,529 W 20th St,New York,NY,10011,(212) 627-4819,RICCOMARESCA
Shopping,Richard Laird Photography,526 W 26th St Rm 911,New York,NY,10001,(212) 675-2138,n/a
Shopping,Richmond Pharmacy,12117 Jamaica Ave,Richmond Hill,NY,11418,(718) 849-9800,n/a
Shopping,Richomme,27 Vestry Street,New York,NY,10013,(212) 274-6201,n/a
Shopping,Ricky's Costume Superstore,16 W 14th St,Manhattan,NY,10011,,n/a
Shopping,Ridgeboro Opticians,8009 5th Avenue,Brooklyn,NY,11209,(718) 748-0513,n/a
Shopping,Ringo's Salon,126 Ludlow St,New York,NY,10002,(212) 228-8812,n/a
Shopping,Rite Aid,1040 Saint Nicholas Ave,New York,NY,10032,(212) 795-3218,riteaid
Shopping,Rite Aid,282 8th Ave,New York,NY,10001,(212) 727-3854,riteaid
Shopping,Rite Aid,462 5th Ave,Brooklyn,NY,11215,(718) 499-7500,riteaid
Shopping,Rite Aid,501 Ave of the Americas,New York,NY,10011,(212) 727-3720,riteaid
Shopping,Rite Aid,6201 4th Ave,Brooklyn,NY,11220,(718) 567-9476,riteaid
Shopping,Rite Aid,6900 4th Ave,Brooklyn,NY,11209,(718) 748-8184,riteaid
Shopping,Rite Aid,Mermd Plz Shppng Ctr,Brooklyn,NY,11224,(718) 373-2818,riteaid
Shopping,Rite Aid Pharmacies,1380 Rockaway Pkwy,Brooklyn,NY,11236,(718) 272-1107,riteaid
Shopping,Rite Aid Pharmacies,1631 Pitkin Avenue,Brooklyn,NY,11212,(718) 498-9530,riteaid
Shopping,Rite Aid Pharmacies,1720 Kings Hwy,Brooklyn,NY,11229,(718) 998-3377,riteaid
Shopping,Rite Aid Pharmacies,185 Kings Hwy,Brooklyn,NY,11223,(718) 331-2019,riteaid
Shopping,Rite Aid Pharmacies,188 9th Avenue,New York,NY,10011,(212) 727-9620,riteaid
Shopping,Rite Aid Pharmacies,2155 3rd Avenue,New York,NY,10035,(212) 534-9781,riteaid
Shopping,Rite Aid Pharmacies,35 W 125th Street,New York,NY,10027,(212) 828-1772,riteaid
Shopping,Rite Aid Pharmacies,3539 Broadway,New York,NY,10031,(212) 281-2183,riteaid
Shopping,Rite Aid Pharmacies,355 Knickerbocker Avenue,Brooklyn,NY,11237,(718) 821-2678,riteaid
Shopping,Rite Aid Pharmacies,3823 Nostrand Avenue,Brooklyn,NY,11235,(718) 743-8933,riteaid
Shopping,Rite Aid Pharmacies,5224 5th Avenue,Brooklyn,NY,11220,(718) 765-1833,riteaid
Shopping,Rite Aid Pharmacies,592 E 183rd Street,Bronx,NY,10458,(718) 220-2226,riteaid
Shopping,Rite Aid Pharmacies,6337 108th Street,Forest Hills,NY,11375,(718) 459-7777,riteaid
Shopping,Rite Aid Pharmacies,7114 Austin Street,Forest Hills,NY,11375,(718) 575-1012,riteaid
